timestamp,date,symbol,window,n_items,sentiment_mean,sentiment_min,negative_share,top_topics,sources
2022-12-16T15:45:00-05:00,2022-12-16,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-19T15:45:00-05:00,2022-12-19,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-20T15:45:00-05:00,2022-12-20,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-21T15:45:00-05:00,2022-12-21,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-22T15:45:00-05:00,2022-12-22,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-23T15:45:00-05:00,2022-12-23,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-26T15:45:00-05:00,2022-12-26,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-27T15:45:00-05:00,2022-12-27,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-28T15:45:00-05:00,2022-12-28,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-29T15:45:00-05:00,2022-12-29,AAPL,24h,0,0.0,0.0,0.0,[],[]
2022-12-30T15:45:00-05:00,2022-12-30,AAPL,24h,0,0.0,0.0,0.0,[],[]
2020-01-01T15:45:00-05:00,2020-01-01,MSFT,24h,1,0.9554,0.9554,0.0,"[""earnings"", ""guidance""]","[""benzinga""]"
2020-01-02T15:45:00-05:00,2020-01-02,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-03T15:45:00-05:00,2020-01-03,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-06T15:45:00-05:00,2020-01-06,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-07T15:45:00-05:00,2020-01-07,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-08T15:45:00-05:00,2020-01-08,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-09T15:45:00-05:00,2020-01-09,MSFT,24h,1,0.0,0.0,0.0,[],"[""reuters""]"
2020-01-10T15:45:00-05:00,2020-01-10,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-13T15:45:00-05:00,2020-01-13,MSFT,24h,1,0.8494,0.8494,0.0,[],"[""benzinga""]"
2020-01-14T15:45:00-05:00,2020-01-14,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-15T15:45:00-05:00,2020-01-15,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-16T15:45:00-05:00,2020-01-16,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-17T15:45:00-05:00,2020-01-17,MSFT,24h,1,0.9043,0.9043,0.0,[],"[""businesswire""]"
2020-01-20T15:45:00-05:00,2020-01-20,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-21T15:45:00-05:00,2020-01-21,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-22T15:45:00-05:00,2020-01-22,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-23T15:45:00-05:00,2020-01-23,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-24T15:45:00-05:00,2020-01-24,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-27T15:45:00-05:00,2020-01-27,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-28T15:45:00-05:00,2020-01-28,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-29T15:45:00-05:00,2020-01-29,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-30T15:45:00-05:00,2020-01-30,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-01-31T15:45:00-05:00,2020-01-31,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-03T15:45:00-05:00,2020-02-03,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-04T15:45:00-05:00,2020-02-04,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-05T15:45:00-05:00,2020-02-05,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-06T15:45:00-05:00,2020-02-06,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-07T15:45:00-05:00,2020-02-07,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-10T15:45:00-05:00,2020-02-10,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-11T15:45:00-05:00,2020-02-11,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-12T15:45:00-05:00,2020-02-12,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-13T15:45:00-05:00,2020-02-13,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-14T15:45:00-05:00,2020-02-14,MSFT,24h,1,0.9114,0.9114,0.0,"[""earnings"", ""guidance""]","[""reuters""]"
2020-02-17T15:45:00-05:00,2020-02-17,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-18T15:45:00-05:00,2020-02-18,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-19T15:45:00-05:00,2020-02-19,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-20T15:45:00-05:00,2020-02-20,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-21T15:45:00-05:00,2020-02-21,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-24T15:45:00-05:00,2020-02-24,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-25T15:45:00-05:00,2020-02-25,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-26T15:45:00-05:00,2020-02-26,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-27T15:45:00-05:00,2020-02-27,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-02-28T15:45:00-05:00,2020-02-28,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-02T15:45:00-05:00,2020-03-02,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-03T15:45:00-05:00,2020-03-03,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-04T15:45:00-05:00,2020-03-04,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-05T15:45:00-05:00,2020-03-05,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-06T15:45:00-05:00,2020-03-06,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-09T15:45:00-04:00,2020-03-09,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-10T15:45:00-04:00,2020-03-10,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-11T15:45:00-04:00,2020-03-11,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-12T15:45:00-04:00,2020-03-12,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-13T15:45:00-04:00,2020-03-13,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-16T15:45:00-04:00,2020-03-16,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-17T15:45:00-04:00,2020-03-17,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-18T15:45:00-04:00,2020-03-18,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-19T15:45:00-04:00,2020-03-19,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-20T15:45:00-04:00,2020-03-20,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-23T15:45:00-04:00,2020-03-23,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-24T15:45:00-04:00,2020-03-24,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-25T15:45:00-04:00,2020-03-25,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-26T15:45:00-04:00,2020-03-26,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-27T15:45:00-04:00,2020-03-27,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-30T15:45:00-04:00,2020-03-30,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-03-31T15:45:00-04:00,2020-03-31,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-01T15:45:00-04:00,2020-04-01,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-02T15:45:00-04:00,2020-04-02,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-03T15:45:00-04:00,2020-04-03,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-06T15:45:00-04:00,2020-04-06,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-07T15:45:00-04:00,2020-04-07,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-08T15:45:00-04:00,2020-04-08,MSFT,24h,0,0.0,0.0,0.0,[],[]
2020-04-09T15:45:00-04:00,2020-04-09,MSFT,24h,0,0.0,0.0,0.0,[],[]
